"DrugID","Indication"
"D0F8EU","Gastrointestinal disease [ICD-11: DE2Z] Discontinued in Phase 2"
"D0F8GK","Alzheimer disease [ICD-11: 8A20] Phase 2"
"D0F8GT","Dengue fever [ICD-11: 1D2Z] Investigative"
"D0F8HN","Premature ejaculation [ICD-11: HA03.0Z] Phase 2"
"D0F8HS","Rett syndrome [ICD-11: LD90.4] Phase 1"
"D0F8HU","Influenza virus infection [ICD-11: 1E30-1E32] Approved"
"D0F8HX","Haematological malignancy [ICD-11: 2B33.Y] Investigative"
"D0F8IO","Gram-positive bacterial infection [ICD-11: 1B74-1G40] Withdrawn from market"
"D0F8JR","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 3"
"D0F8KE","Knee pain [ICD-11: ME82] Patented"
"D0F8KR","Atopic dermatitis [ICD-11: EA80] Investigative"
"D0F8NE","Contusion [ICD-11: ND56.0] Investigative"
"D0F8PG","Progressive supranuclear palsy [ICD-11: 8A00.10] Patented"
"D0F8PG","Corticobasal degeneration [ICD-11: 8A00.1Y] Patented"
"D0F8QM","Thrombosis [ICD-11: DB61-GB90] Discontinued in Phase 1"
"D0F8RA","Chronic obstructive pulmonary disease [ICD-11: CA22] Approved"
"D0F8RK","Cardiovascular disease [ICD-11: BA00-BE2Z] Discontinued in Phase 1"
"D0F8SK","Cerebrovascular ischaemia [ICD-11: 8B1Z] Phase 1/2"
"D0F8SW","Mantle cell lymphoma [ICD-11: 2A85.5] Phase 1/2"
"D0F8SW","Diffuse large B-cell lymphoma [ICD-11: 2A81] Phase 1/2"
"D0F8TB","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0F8TS","Human immunodeficiency virus infection [ICD-11: 1C62] Discontinued in Phase 1"
"D0F8UV","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 3"
"D0F8UV","Breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D0F8UV","Gastric adenocarcinoma [ICD-11: 2B72] Phase 1"
"D0F8VH","Articular cartilage disorder [ICD-11: FA34.Y] Investigative"
"D0F8VM","Tourette syndrome [ICD-11: 8A05.00] Phase 3"
"D0F8XI","Dyslipidemia [ICD-11: 5C80-5C81] Discontinued in Phase 1"
"D0F8XK","Diabetic complication [ICD-11: 5A2Y] Phase 2"
"D0F8XK","Type-2 diabetes [ICD-11: 5A11] Preclinical"
"D0F8ZD","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D0F8ZG","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0F9AO","Rett syndrome [ICD-11: LD90.4] Phase 1"
"D0F9BX","Hypertension [ICD-11: BA00-BA04] Terminated"
"D0F9BY","Convulsion [ICD-11: 8A68.Z] Approved"
"D0F9FR","Gram-positive bacterial infection [ICD-11: 1B74-1G40] Phase 2"
"D0F9GE","Hypertension [ICD-11: BA00-BA04] Approved"
"D0F9GL","Immune System disease [ICD-11: 4A01-4B41] Patented"
"D0F9HK","Pain [ICD-11: MG30-MG3Z] Approved"
"D0F9IE","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 2"
"D0F9IE","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0F9IK","Cerebrovascular ischaemia [ICD-11: 8B1Z] Investigative"
"D0F9IS","leukaemia [ICD-11: 2A60-2B33] Terminated"
"D0F9IX","Hepatitis C virus infection [ICD-11: 1E51.1] Phase 1"
"D0F9KI","Hyperinsulinemia [ICD-11: 5A4Y] Terminated"
"D0F9NA","Rheumatoid arthritis [ICD-11: FA20] Phase 2"
"D0F9ND","West nile virus infection [ICD-11: 1D46] Discontinued in Phase 2"
"D0F9NN","Autoimmune diabetes [ICD-11: 5A10] Investigative"
"D0F9QH","Colorectal cancer [ICD-11: 2B91.Z] Phase 2"
"D0F9QP","Allergic rhinitis [ICD-11: CA08.0] Discontinued in Phase 2"
"D0F9SG","Obesity [ICD-11: 5B81] Withdrawn from market"
"D0F9TL","Autoimmune diabetes [ICD-11: 5A10] Phase 1"
"D0F9VF","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Investigative"
"D0F9VH","Breast cancer [ICD-11: 2C60-2C65] Phase 3"
"D0F9VH","Prostate cancer [ICD-11: 2C82.0] Phase 2"
"D0F9VH","Melanoma [ICD-11: 2C30] Phase 2"
"D0F9VH","Gastric adenocarcinoma [ICD-11: 2B72] Phase 2"
"D0F9VH","Bladder cancer [ICD-11: 2C94] Phase 2"
"D0F9WF","Arthritis [ICD-11: FA20] Discontinued in Phase 2"
"D0F9XG","Crohn disease [ICD-11: DD70] Phase 2"
"D0F9YJ","Malaria [ICD-11: 1F40-1F45] Investigative"
"D0F9ZO","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 3"
"D0FA0A","Breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D0FA2L","Osteoporosis [ICD-11: FB83.0] Patented"
"D0FA2N","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D0FA2O","Vitiligo [ICD-11: ED63.0] Approved"
"D0FA3O","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 3"
"D0FA4C","Allergy [ICD-11: 4A80-4A85] Investigative"
"D0FA4Q","Gout [ICD-11: FA25] Investigative"
"D0FA5Z","Irritable bowel syndrome [ICD-11: DD91.0] Phase 2"
"D0FA6S","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FB1C","Rosacea [ICD-11: ED90.0] Phase 2"
"D0FB1S","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0FB4W","Colorectal cancer [ICD-11: 2B91.Z] Phase 1"
"D0FB6T","Bacterial infection [ICD-11: 1A00-1C4Z] Terminated"
"D0FC1J","Chagas disease [ICD-11: IF53] Approved"
"D0FC1J","Trypanosomiasis [ICD-11: 1D51-1F53] Phase 4"
"D0FC2D","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Preclinical"
"D0FC4R","Type-2 diabetes [ICD-11: 5A11] Phase 1"
"D0FC5T","Bacterial infection [ICD-11: 1A00-1C4Z] Terminated"
"D0FC7H","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FC7P","Hepatitis B virus infection [ICD-11: 1E51.0] Preregistration"
"D0FC8O","Neuropathic pain [ICD-11: 8E43.0] Phase 2"
"D0FC8P","Obesity [ICD-11: 5B81] Patented"
"D0FD0B","Diabetic complication [ICD-11: 5A2Y] Discontinued in Phase 2"
"D0FD0H","Bleeding disorder [ICD-11: GA20-GA21] Approved"
"D0FD0H","Postoperative hemorrhage [ICD-11: NE81.0Z] Approved"
"D0FD2I","Immune System disease [ICD-11: 4A01-4B41] Discontinued in Phase 1"
"D0FD3D","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0FD6D","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FD6E","Bacterial infection [ICD-11: 1A00-1C4Z] Approved"
"D0FD7H","Bladder cancer [ICD-11: 2C94] Phase 2"
"D0FD7H","Acute myeloid leukaemia [ICD-11: 2A60] Phase 2"
"D0FD7H","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D0FD7H","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 1/2"
"D0FD7H","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 1/2"
"D0FD7H","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 1"
"D0FD7H","Pancreatic cancer [ICD-11: 2C10] Phase 1"
"D0FD7H","Multiple myeloma [ICD-11: 2A83] Phase 1"
"D0FE3P","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 1"
"D0FE7D","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D0FE7H","Multiple sclerosis [ICD-11: 8A40] Clinical trial"
"D0FE8F","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2/3"
"D0FF0I","Bleeding disorder [ICD-11: GA20-GA21] Phase 2"
"D0FF0N","Acute lymphoblastic leukaemia [ICD-11: 2A85] Phase 1/2"
"D0FF2G","Epithelial ovarian cancer [ICD-11: 2B5D] Phase 1/2"
"D0FF2G","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1/2"
"D0FF2S","Lactose intolerance [ICD-11: 5C61.6] Phase 2"
"D0FF6S","Pain [ICD-11: MG30-MG3Z] Investigative"
"D0FF7A","Hypertension [ICD-11: BA00-BA04] Terminated"
"D0FG2Z","Bladder cancer [ICD-11: 2C94] Phase 2"
"D0FG2Z","Head and neck cancer [ICD-11: 2D42] Phase 1"
"D0FG6M","Asthma [ICD-11: CA23] Approved"
"D0FG6T","Pain [ICD-11: MG30-MG3Z] Terminated"
"D0FH3X","Psychotic disorder [ICD-11: 6A20-6A25] Discontinued in Phase 2"
"D0FH5N","Inflammation [ICD-11: 1A00-CA43.1] Phase 2"
"D0FH7C","Rheumatoid arthritis [ICD-11: FA20] Approved"
"D0FH8R","Non-insulin dependent diabetes [ICD-11: 5A11] Investigative"
"D0FH9O","Weight loss [ICD-11: MG43.5] Investigative"
"D0FI1K","Neurological disorder [ICD-11: 6B60] Investigative"
"D0FI1L","Ataxic disorder [ICD-11: 8A03] Phase 1/2"
"D0FI3Q","Crohn disease [ICD-11: DD70] Patented"
"D0FI3Q","Ulcerative colitis [ICD-11: DD71] Patented"
"D0FI3Q","Urinary tract infection [ICD-11: GC08] Patented"
"D0FI5C","Asthma [ICD-11: CA23] Phase 2"
"D0FJ0W","Endometriosis [ICD-11: GA10] Phase 1"
"D0FJ1N","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D0FJ1N","Infectious disease [ICD-11: 1A00-CA43.1] Patented"
"D0FJ1N","Human immunodeficiency virus infection [ICD-11: 1C62] Patented"
"D0FJ1N","Hepatitis [ICD-11: DB97.Z] Patented"
"D0FJ1W","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 3"
"D0FJ1W","Gastric adenocarcinoma [ICD-11: 2B72] Phase 3"
"D0FJ1W","Nasopharyngeal carcinoma [ICD-11: 2B6B] Investigative"
"D0FJ3P","Osteoporosis [ICD-11: FB83.0] Preclinical"
"D0FJ3P","Bone disease [ICD-11: FC0Z] Investigative"
"D0FJ4A","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D0FJ4A","Metastatic cancer [ICD-11: 2D50-2E2Z] Patented"
"D0FJ8A","Acute iron or aluminum toxicity [ICD-11: FB83.20] Approved"
"D0FJ9I","Melanoma [ICD-11: 2C30] Phase 3"
"D0FJ9I","Breast cancer [ICD-11: 2C60-2C65] Phase 2"
"D0FJ9I","Head and neck cancer [ICD-11: 2D42] Phase 1"
"D0FJ9I","Renal cell carcinoma [ICD-11: 2C90] Phase 1"
"D0FJ9I","Urothelial carcinoma [ICD-11: 2C92.0] Phase 1"
"D0FJ9I","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FJ9W","Haematological malignancy [ICD-11: 2B33.Y] Phase 1/2"
"D0FK4P","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D0FK4P","Infectious disease [ICD-11: 1A00-CA43.1] Patented"
"D0FK4P","Human immunodeficiency virus infection [ICD-11: 1C62] Patented"
"D0FK4P","Hepatitis [ICD-11: DB97.Z] Patented"
"D0FK6A","Motor neurone disease [ICD-11: 8B60] Investigative"
"D0FK6N","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D0FK6N","Infectious disease [ICD-11: 1A00-CA43.1] Patented"
"D0FK6N","Human immunodeficiency virus infection [ICD-11: 1C62] Patented"
"D0FK6N","Hepatitis [ICD-11: DB97.Z] Patented"
"D0FK6O","Major depressive disorder [ICD-11: 6A70.3] Phase 2"
"D0FK9H","Melanoma [ICD-11: 2C30] Phase 2"
"D0FK9H","Merkel cell carcinoma [ICD-11: 2C34] Phase 2"
"D0FK9H","Soft tissue sarcoma [ICD-11: 2B57] Phase 2"
"D0FK9H","Colorectal cancer [ICD-11: 2B91.Z] Phase 1"
"D0FL0R","Obesity [ICD-11: 5B81] Phase 3"
"D0FL1E","Albinism [ICD-11: EC23.2] Patented"
"D0FL1E","Ephelides [ICD-11: ED61.0] Patented"
"D0FL1E","Menkes disease [ICD-11: 5C64.0] Patented"
"D0FL1E","Senile lentigines [ICD-11: ED61.0] Patented"
"D0FL1E","Melasma [ICD-11: ED60.1] Patented"
"D0FL2K","Ovarian cancer [ICD-11: 2C73] Phase 1"
"D0FL3H","Crohn disease [ICD-11: DD70] Patented"
"D0FL3H","Ulcerative colitis [ICD-11: DD71] Patented"
"D0FL3H","Urinary tract infection [ICD-11: GC08] Patented"
"D0FL4G","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0FL5S","Acute lymphoblastic leukaemia [ICD-11: 2A85] Phase 1"
"D0FL5V","Rosacea [ICD-11: ED90.0] Approved"
"D0FL5V","Oral lichen planus [ICD-11: EA91.4] Phase 2"
"D0FL6C","Hypertension [ICD-11: BA00-BA04] Investigative"
"D0FL6L","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FL6X","Bacterial infection [ICD-11: 1A00-1C4Z] Discontinued in Phase 1"
"D0FL8A","Pruritus [ICD-11: EC90] Patented"
"D0FL8A","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D0FL8A","Chronic pain [ICD-11: MG30] Patented"
"D0FL8A","Neuropathic pain [ICD-11: 8E43.0] Patented"
"D0FL8A","Thymic cancer [ICD-11: 2C27] Patented"
"D0FM2P","Allergic rhinitis [ICD-11: CA08.0] Approved"
"D0FM2W","Hepatic veno-occlusive disease [ICD-11: DB98.6] Approved"
"D0FM2W","Diabetic nephropathy [ICD-11: GB61.Z] Phase 3"
"D0FM4T","Inflammation [ICD-11: 1A00-CA43.1] Investigative"
"D0FM5M","Melanoma [ICD-11: 2C30] Phase 3"
"D0FM5M","Hepatitis C virus infection [ICD-11: 1E51.1] Phase 1"
"D0FM5M","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FM7Z","Pain [ICD-11: MG30-MG3Z] Phase 1"
"D0FM9V","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D0FM9V","Infectious disease [ICD-11: 1A00-CA43.1] Patented"
"D0FM9V","Human immunodeficiency virus infection [ICD-11: 1C62] Patented"
"D0FM9V","Hepatitis [ICD-11: DB97.Z] Patented"
"D0FN1P","Peptic ulcer [ICD-11: DA61] Terminated"
"D0FN4K","Autoimmune diabetes [ICD-11: 5A10] Phase 1/2"
"D0FN4T","Head and neck cancer [ICD-11: 2D42] Phase 2"
"D0FN6D","Alzheimer disease [ICD-11: 8A20] Discontinued in Phase 2"
"D0FN7J","Musculoskeletal disorder [ICD-11: FA00-FC0Z] Approved"
"D0FN9X","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0FO1P","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0FP0D","Neuropathic pain [ICD-11: 8E43.0] Phase 1"
"D0FP0R","Non-muscle invasive bladder cancer [ICD-11: 2C94] Phase 3"
"D0FP0R","Bladder cancer [ICD-11: 2C94] Phase 3"
"D0FP4R","Autoimmune diabetes [ICD-11: 5A10] Phase 1"
"D0FP5B","Fertility problem [ICD-11: 5A61] Phase 3"
"D0FP6V","Middle East Respiratory Syndrome (MERS) [ICD-11: 1D64] Preclinical"
"D0FP8S","Neutropenia [ICD-11: 4B00.0] Preregistration"
"D0FP9N","Type-2 diabetes [ICD-11: 5A11] Phase 1"
"D0FQ2U","Constitutional neutropenia [ICD-11: 4B00.0] Phase 3"
"D0FQ2U","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FQ3D","Albinism [ICD-11: EC23.2] Patented"
"D0FQ3D","Ephelides [ICD-11: ED61.0] Patented"
"D0FQ3D","Menkes disease [ICD-11: 5C64.0] Patented"
"D0FQ3D","Senile lentigines [ICD-11: ED61.0] Patented"
"D0FQ3D","Melasma [ICD-11: ED60.1] Patented"
"D0FQ4M","Asthma [ICD-11: CA23] Terminated"
"D0FQ6O","Psoriasis vulgaris [ICD-11: EA90] Discontinued in Phase 3"
"D0FR1Q","Obesity [ICD-11: 5B81] Patented"
"D0FR3J","Acute leukaemia [ICD-11: 2A60] Phase 1/2"
"D0FR6I","Anemia [ICD-11: 3A00-3A9Z] Approved"
"D0FR7E","Obstructive sleep apnea [ICD-11: 7A41] Phase 2"
"D0FR9L","Porphyria [ICD-11: 5C58.1] Approved"
"D0FS0D","Obesity [ICD-11: 5B81] Patented"
"D0FS0F","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FS1B","Duchenne dystrophy [ICD-11: 8C70] Phase 1"
"D0FS3H","Acne vulgaris [ICD-11: ED80] Phase 2"
"D0FS9K","Bladder cancer [ICD-11: 2C94] Terminated"
"D0FS9V","Crohn disease [ICD-11: DD70] Patented"
"D0FS9V","Ulcerative colitis [ICD-11: DD71] Patented"
"D0FS9V","Urinary tract infection [ICD-11: GC08] Patented"
"D0FT2Z","Bacterial infection [ICD-11: 1A00-1C4Z] Discontinued in Phase 1"
"D0FT3R","Plaque psoriasis [ICD-11: EA90.0] Approved"
"D0FT4P","Crohn disease [ICD-11: DD70] Patented"
"D0FT4P","Ulcerative colitis [ICD-11: DD71] Patented"
"D0FT4P","Urinary tract infection [ICD-11: GC08] Patented"
"D0FT4R","Pyoderma gangrenosum [ICD-11: EB21] Phase 3"
"D0FT4R","Crohn disease [ICD-11: DD70] Phase 3"
"D0FT4R","Multiple sclerosis [ICD-11: 8A40] Phase 3"
"D0FT4R","Psoriatic arthritis [ICD-11: FA21] Phase 3"
"D0FT4R","Rheumatoid arthritis [ICD-11: FA20] Phase 3"
"D0FT4R","Ulcerative colitis [ICD-11: DD71] Phase 3"
"D0FT4R","Anterior uveitis [ICD-11: 9A96] Application submitted"
"D0FT4R","Axial spondyloarthritis [ICD-11: FA92.0] Application submitted"
"D0FT5T","Autism spectrum disorder [ICD-11: 6A02] Phase 1"
"D0FT7Y","Coronary artery disease [ICD-11: BA80] Approved"
"D0FT8G","Pancreatic cancer [ICD-11: 2C10] Phase 2"
"D0FT8G","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Investigative"
"D0FU0O","Gastrointestinal stromal tumour [ICD-11: 2B5B] Phase 1"
"D0FU0O","Neuroendocrine cancer [ICD-11: 2B72.1] Phase 1"
"D0FU1J","Ulcerative colitis [ICD-11: DD71] Phase 1"
"D0FU5Y","Chronic pain [ICD-11: MG30] Application submitted"
"D0FU8R","Systemic lupus erythematosus [ICD-11: 4A40.0] Phase 3"
"D0FV1R","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0FV3K","Non-small-cell lung cancer [ICD-11: 2C25.Y] Phase 3"
"D0FV3V","Gastrointestinal disease [ICD-11: DE2Z] Approved"
"D0FV3V","Peptic ulcer [ICD-11: DA61] Approved"
"D0FV8P","Human immunodeficiency virus infection [ICD-11: 1C62] Phase 2"
"D0FV8P","Breast cancer [ICD-11: 2C60-2C65] Phase 1"
"D0FW0B","Type-1 diabetes [ICD-11: 5A10] Phase 1"
"D0FW0B","Diabetic complication [ICD-11: 5A2Y] Preclinical"
"D0FW0B","Obesity [ICD-11: 5B81] Preclinical"
"D0FW2A","Psoriasis vulgaris [ICD-11: EA90] Phase 4"
"D0FW2A","Plaque psoriasis [ICD-11: EA90.0] Phase 2"
"D0FW2B","Thrombotic thrombocytopenic purpura [ICD-11: 3B64.14] Phase 1"
"D0FW2D","Dermal neurofibromatoses [ICD-11: LD2D] Phase 2"
"D0FW3M","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Patented"
"D0FW3M","Metastatic cancer [ICD-11: 2D50-2E2Z] Patented"
"D0FW8Z","Hyperlipidaemia [ICD-11: 5C80] Phase 2"
"D0FW8Z","Hypertension [ICD-11: BA00-BA04] Phase 2"
"D0FX2Q","Diarrhea [ICD-11: ME05.1] Approved"
"D0FX2Q","Infectious disease [ICD-11: 1A00-CA43.1] Phase 3"
"D0FX3P","Rheumatoid arthritis [ICD-11: FA20] Discontinued in Phase 2"
"D0FX3P","Crohn disease [ICD-11: DD70] Discontinued in Phase 2"
"D0FX3U","Metastatic colorectal cancer [ICD-11: 2B91] Approved"
"D0FX3U","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2/3"
"D0FX4J","Chronic obstructive pulmonary disease [ICD-11: CA22] Discontinued in Preregistration"
"D0FX5D","Ischemic stroke [ICD-11: 8B11.5Z] Preclinical"
"D0FX6P","Infectious disease [ICD-11: 1A00-CA43.1] Approved"
"D0FX8A","Myocardial infarction [ICD-11: BA41-BA43] Approved"
"D0FX8N","Alzheimer disease [ICD-11: 8A20] Phase 2"
"D0FY0D","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FY1W","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0FY2N","Neurodegenerative disorder [ICD-11: 8A20-8A23] Investigative"
"D0FY3O","Rabies [ICD-11: 1C82] Approved"
"D0FY4J","Psoriasis vulgaris [ICD-11: EA90] Phase 1"
"D0FY4L","Type-2 diabetes [ICD-11: 5A11] Phase 1"
"D0FY4M","Candidiasis [ICD-11: 1F23] Investigative"
"D0FY4M","Fungal infection [ICD-11: 1F29-1F2F] Investigative"
"D0FY5E","Hepatocellular carcinoma [ICD-11: 2C12.02] Phase 1/2"
"D0FY6Q","Hepatitis C virus infection [ICD-11: 1E51.1] Discontinued in Phase 1"
"D0FZ1W","Rhinovirus infection [ICD-11: CA07] Phase 2"
"D0FZ1Y","Non-hodgkin lymphoma [ICD-11: 2B33.5] Phase 1/2"
"D0FZ1Y","Hodgkin lymphoma [ICD-11: 2B30] Phase 1/2"
"D0FZ1Z","Breast cancer [ICD-11: 2C60-2C65] Terminated"
"D0FZ4X","Mitochondrial disease [ICD-11: 5C53.Y] Investigative"
"D0FZ5R","Obesity [ICD-11: 5B81] Patented"
"D0FZ7Q","Ovarian cancer [ICD-11: 2C73] Phase 2"
"D0FZ7Q","Prostate cancer [ICD-11: 2C82.0] Phase 2"
"D0FZ7Q","Actinic keratosis [ICD-11: EK90.0] Phase 2"
"D0FZ7Q","Skin metastasis [ICD-11: 2D50] Phase 2"
"D0FZ8U","Deep vein thrombosis [ICD-11: BD71] Investigative"
"D0FZ9N","Motor neurone disease [ICD-11: 8B60] Investigative"
"D0G0AI","Haemophilia A [ICD-11: 3B10.0] Approved"
"D0G0AQ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0G0BJ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0G0BL","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D0G0BL","Clear cell sarcoma [ICD-11: 2A60-2C35] Phase 2"
"D0G0CX","Cognitive impairment [ICD-11: 6D71] Discontinued in Phase 2"
"D0G0DZ","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2"
"D0G0ER","Cancer related pain [ICD-11: MG30] Phase 1"
"D0G0ER","Neuropathic pain [ICD-11: 8E43.0] Phase 1"
"D0G0ER","Pain [ICD-11: MG30-MG3Z] Investigative"
"D0G0FQ","Glioblastoma multiforme [ICD-11: 2A00.0] Phase 1"
"D0G0GI","Anxiety disorder [ICD-11: 6B00-6B0Z] Terminated"
"D0G0GP","Trigeminal neuralgia [ICD-11: 8B82.0] Phase 2"
"D0G0IA","Influenza virus infection [ICD-11: 1E30-1E32] Approved"
"D0G0IZ","Brain cancer [ICD-11: 2A00] Discontinued in Phase 2"
"D0G0KZ","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0G0LH","Epilepsy [ICD-11: 8A60-8A68] Discontinued in Phase 2"
"D0G0MB","Respiratory syncytial virus infection [ICD-11: 1C80] Phase 2"
"D0G0MM","Influenza virus infection [ICD-11: 1E30-1E32] Approved"
"D0G0PI","Multiple myeloma [ICD-11: 2A83] Phase 1/2"
"D0G0PU","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 1"
"D0G0RT","Chronic obstructive pulmonary disease [ICD-11: CA22] Phase 2"
"D0G0TS","Inflammatory bowel disease [ICD-11: DD72] Phase 2/3"
"D0G0TT","Psychotic disorder [ICD-11: 6A20-6A25] Phase 1"
"D0G0UZ","Melanoma [ICD-11: 2C30] Terminated"
"D0G0VV","Bone disease [ICD-11: FC0Z] Phase 2"
"D0G0XN","Myocardial infarction [ICD-11: BA41-BA43] Discontinued in Phase 1"
"D0G0YL","Ankylosing spondylitis [ICD-11: FA92.0] Phase 2/3"
"D0G0YZ","Myocardial hypertrophy [ICD-11: BC45] Clinical trial"
"D0G0ZE","Diabetic complication [ICD-11: 5A2Y] Phase 1"
"D0G1AA","Inflammatory bowel disease [ICD-11: DD72] Investigative"
"D0G1AK","Allergy [ICD-11: 4A80-4A85] Investigative"
"D0G1AQ","Bacterial infection [ICD-11: 1A00-1C4Z] Investigative"
"D0G1CB","Spinal muscular atrophy [ICD-11: 8B61] Investigative"
"D0G1EA","Cervical cancer [ICD-11: 2C77.0] Phase 1/2"
"D0G1EC","Coronavirus Disease 2019 (COVID-19) [ICD-11: 1D6Y] Phase 2/3"
"D0G1EE","Pain [ICD-11: MG30-MG3Z] Discontinued in Phase 2"
"D0G1EH","Multiple sclerosis [ICD-11: 8A40] Preclinical"
"D0G1GP","Cytomegalovirus infection [ICD-11: 1D82] Withdrawn from market"
"D0G1HX","Type-1 diabetes [ICD-11: 5A10] Phase 2"
"D0G1IG","Haematological malignancy [ICD-11: 2B33.Y] Phase 1/2"
"D0G1IV","Hypogonadism [ICD-11: 5A61.0] Phase 2"
"D0G1JO","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Phase 2"
"D0G1LP","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0G1MZ","Allergy [ICD-11: 4A80-4A85] Discontinued in Phase 1"
"D0G1NW","Inflammation [ICD-11: 1A00-CA43.1] Discontinued in Phase 1"
"D0G1OS","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
"D0G1OZ","High blood pressure [ICD-11: BA00] Approved"
"D0G1QL","Cervical cancer [ICD-11: 2C77.0] Investigative"
"D0G1RA","Prostate cancer [ICD-11: 2C82.0] Discontinued in Phase 1"
"D0G1RH","Osteoporosis [ICD-11: FB83.0] Discontinued in Phase 2"
"D0G1RM","Hepatitis C virus infection [ICD-11: 1E51.1] Phase 2"
"D0G1RM","Human papillomavirus infection [ICD-11: 1A9Y] Investigative"
"D0G1RT","Migraine [ICD-11: 8A80] Terminated"
"D0G1SM","Gastroesophageal reflux disease [ICD-11: DA22.Z] Preclinical"
"D0G1SN","Acute respiratory distress syndrome [ICD-11: CB00] Investigative"
"D0G1SN","Myocardial reperfusion injury [ICD-11: NB31] Investigative"
"D0G1SN","Sepsis [ICD-11: 1G40-1G41] Investigative"
"D0G1SY","Parkinson disease [ICD-11: 8A00.0] Investigative"
"D0G1TX","Human immunodeficiency virus infection [ICD-11: 1C62] Investigative"
"D0G1TY","Systemic lupus erythematosus [ICD-11: 4A40.0] Phase 1"
"D0G1VS","Inflammation [ICD-11: 1A00-CA43.1] Terminated"
"D0G1VX","Infestations of lice and scabies [ICD-11: 1G00.Z] Approved"
"D0G1WC","Fallopian tube cancer [ICD-11: 2C74] Phase 1"
"D0G1WL","Dyslipidemia [ICD-11: 5C80-5C81] Approved"
"D0G1WM","Influenza A virus H7N1 infection [ICD-11: 1E30] Phase 1"
"D0G1WR","Solid tumour/cancer [ICD-11: 2A00-2F9Z] Investigative"
