DrugID,Indication
DB09038,"Empagliflozin is indicated as an adjunct to diet and exercise to improve glycemic control in adult patients with type 2 diabetes. It is also indicated to reduce the risk of cardiovascular death in adult patients with both type 2 diabetes mellitus and established cardiovascular disease.[L13688, L40778]
Empagliflozin is also available as a combination product with either metformin[L13679] and linagliptin[L13673] as an adjunct to diet and exercise in the management of type 2 diabetes mellitus in adults.
An extended-release combination product containing empagliflozin, metformin, and linagliptin was approved by the FDA in January 2020 for the improvement of glycemic control in adults with type 2 diabetes mellitus when used adjunctively with diet and exercise.[L11479]
Empagliflozin is also approved to reduce the risk of cardiovascular mortality and hospitalization due to heart failure in adult patients with heart failure.[L13688] In Europe, empagliflozin is indicated in adults for the treatment of symptomatic chronic heart failure with reduced ejection fraction.[L40778]
Empagliflozin is not approved for use in patients with type 1 diabetes."
DB09039,"Eliglustat is a glucosylceramide synthase inhibitor indicated for the long-term treatment of type 1 Gaucher disease in adult patients who are CYP2D6 extensive metabolizers (EMs), intermediate metabolizers (IMs), or poor metabolizers (PMs) as detected by an FDA-cleared test.[L41404] CYP2D6 ultra-rapid metabolizers may not achieve adequate eliglustat concentrations to achieve a therapeutic effect. A specific dosage cannot be recommended for CYP2D6 indeterminate metabolizers.[L41404]
"
DB09040,"Indicated in the treatment of fungal infection of the nail, known as onychomycosis."
DB09041,Indicated for the treatment of onychomycosis (a fungal infection) of the toenails due to <i>Trichophyton rubrum</i> or <i>Trichophyton mentagrophytes</i>.[L34989]
DB09042,"Tedizolid is indicated for the treatment of acute bacterial infections of the skin and skin structure (ABSSSI). To prevent drug resistance, tedizolid should only be used for infections that are caused by susceptible bacteria.[L11232]"
DB09043,Indicated as an adjunct to diet and exercise to improve glycemic control in adults with type 2 diabetes mellitus.
DB09045,Dulaglutide is indicated as an adjunct to diet and exercise to improve glycemic control in adults and pediatric patients ≥10 years of age with type 2 diabetes mellitus.[L30380] It is also indicated to reduce the risk of major adverse cardiovascular events in adults with type 2 diabetes mellitus who have established cardiovascular disease or multiple cardiovascular risk factors.[L30380]
DB09046,Metreleptin is indicated as an adjunct to diet as replacement therapy to treat the complications of leptin deficiency in patients with congenital or acquired generalized lipodystrophy.[L41315]
DB09047,"Finafloxacin is indicated for the treatment of acute otitis externa (AOE) with or without an otowick, caused by susceptible strains of <i>Pseudomonas aeruginosa</i> and <i>Staphylococcus aureus</i> in patients age 1 year and older. "
DB09048,Netupitant is an antiemitic drug approved by the FDA in October 2014 for use in combination with palonosetron for the prevention of acute and delayed vomiting and nausea associated with cancer chemotherapy including highly emetogenic chemotherapy.
DB09049,Indicated for the treatment of opioid-induced constipation (OIC) in adult patients with chronic non-cancer pain.
DB09050,"Ceftolozane is used in combination with [tazobactam] for the treatment of infections caused by designated susceptible microorganisms in adult and pediatric patients:[L41618]
- Complicated Intra-abdominal Infections (cIAI), used in combination with [metronidazole]
- Complicated Urinary Tract Infections (cUTI), including pyelonephritis
- Hospital-acquired Bacterial Pneumonia and Ventilator-associated Bacterial Pneumonia (HABP/VABP)"
DB09051,Vimizim is a hydrolytic lysosomal glycosaminoglycan (GAG)-specific enzyme indicated for patients with Mucopolysaccharidosis type IVA (MPS IVA; Morquio A syndrome). 
DB09052,Blinatumomab is indicated for the treatment of adults and children with relapsed or refractory CD19-positive B-cell precursor acute lymphoblastic leukemia (ALL). It is also indicated in adults and children for the treatment of CD19-positive B-cell precursor ALL in first or second complete remission with minimal residual disease (MRD) greater than or equal to 0.1%. This last indication is approved under accelerated approval based on MRD response rate and hematological relapse-free survival. Continued approval for this indication may be contingent upon verification and description of clinical benefit in the confirmatory trials.[L44311]
DB09053,"Ibrutinib is indicated in adult patients for the treatment of the following conditions:[L42980]
- Mantle cell lymphoma in patients who have received at least one prior therapy
- Chronic lymphocytic leukemia or small lymphocytic lymphoma with 17p deletion
- Waldenström's macroglobulinemia
- Marginal zone lymphoma (MZL) in patients who require systemic therapy and have received at least one prior anti-CD20-based therapy
- Chronic graft-versus-host disease after prior failure of one of more lines of systemic therapy.
The oral suspension formulation of the drug is indicated for the treatment of chronic graft-versus-host disease in patients aged one year and older after prior failure of one of more lines of systemic therapy.[L42980]"
DB09054,"Idelalisib is indicated in the treatment of chronic lymphocytic leukemia (CLL), relapsed follicular B-cell non-Hodgkin lymphoma (FL), and relapsed small lymphocytic lymphoma (SLL). For the treatment of relapsed CLL, it is currently indicated as a second-line agent in combination with rituximab in patients for whom rituximab alone would be considered appropriate therapy due to other co-morbidities, while in the treatment of FL and SLL it is intended to be used in patients who have received at least two prior systemic therapies."
DB09055,Used in the treatment of hyperlipidemias (abnormally elevated levels of any or all lipids and/or lipoproteins in the blood).
DB09056,
DB09057,Anthrax immune globulin is indicated for the treatment of inhalational anthrax in adult and pediatric patients in combination with appropriate antibacterial drugs.
DB09059,"Atosiban is indicated for use in delaying imminent pre-term birth in pregnant adult women with: 
- regular uterine contractions of at least 30 s duration at a rate of at least 4 per 30 min
- a cervical dilation of 1-3cm (0-3cm for nulliparas) and effacement of  at least 50%
- a gestational age of 24-33 weeks
- a normal fetal heart rate"
DB09060,"AVYCAZ (ceftazidime-avibactam), in combination with metronidazole, is indicated for the treatment of complicated intra-abdominal infections caused by the following susceptible microorganisms: Escherichia coli, Klebsiella pneumoniae, Proteus mirabilis, Providencia stuartii, Enterobacter cloacae, Klebsiella oxytoca, and Pseudomonas aeruginosa in patients 18 years or older.
AVYCAZ is also indicated for the treatment of complicated urinary tract infections including pyelonephritis caused by the following susceptible microorganisms: Escherichia coli, Klebsiella pneumoniae, Citrobacter koseri, Enterobacter aerogenes, Enterobacter cloacae, Citrobacter freundii, Proteus spp., and Pseudomonas aeruginosa in patients 18 years or older."
DB09061,"When used in combination with delta-9-tetrahydrocannabinol as the product Sativex, cannabidiol was given a standard marketing authorization (ie. a Notice of Compliance (NOC)) by Health Canada for the following indications: 
1) as adjunctive treatment for symptomatic relief of spasticity in adult patients with multiple sclerosis (MS) who have not responded adequately to other therapy and who demonstrate meaningful improvement during an initial trial of therapy [L886];
Due to the need for confirmatory studies to verify the clinical benefit coupled with the promising nature of the clinical evidence, Sativex was also given a Notice of Compliance with Conditions (NOC/c) by Health Canada for the following indications: 
1) as adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis; 
2) as adjunctive analgesic treatment in adult patients with advanced cancer who experience moderate to severe pain during the highest tolerated dose of strong opioid therapy for persistent background pain [L886]."
DB09062,
DB09063,Ceritinib is a kinase inhibitor indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib. This indication is approved under accelerated approval based on tumor response rate and duration of response. An improvement in survival or disease-related symptoms has not been established. Continued approval for this indication may be contingent upon verification and description of clinical benefit in confirmatory trials.
DB09064,
DB09065,"Cobicistat is a CYP3A inhibitor indicated to increase systemic exposure of atazanavir or darunavir (once daily dosing regimen) in combination with other antiretroviral agents in the treatment of HIV-1 infection. It is not interchangeable with ritonavir to increase systemic exposure of darunavir 600 mg twice daily, fosamprenavir, saquinavir, or tipranavir due to lack of exposure data. The use of cobicistat is not recommended with darunavir 600 mg twice daily, fosamprenavir, saquinavir or tipranavir. Complex or unknown mechanisms of drug interactions preclude extrapolation of ritonavir drug interactions to certain cobicistat interactions. Cobicistat and ritonavir when administered with either atazanavir or darunavir may result in different drug interactions when used with concomitant medications."
DB09066,Controlled ovarian stimulation [L2273] in cases of women who are undergoing fertility treatment to stimulate the development of more than one mature egg simultaneously in the ovaries in combination with a gonadotrophin-releasing hormone (GnRH) antagonist (a type of medicine also used in fertility treatments)[L2270].
DB09067,Corticorelin is indicated for use in differentiating pituitary and ectopic production of ACTH in patients with ACTH-dependent Cushing's syndrome.
DB09068,Vortioxetine is indicated for the treatment of major depressive disorder (MDD).
DB09069,Trimetazidine is indicated for the symptomatic treatment of stable angina pectoris in patients inadequately controlled or intolerant to first line therapies.[L33015]
DB09070,For the relief of post-menopausal symptoms and for the prevention of osteoporosis [L1724].
DB09071,Tasimelteon oral capsules are indicated for the treatment of non-24 hour sleep-wake disorder in adult patients and for the treatment of nighttime sleep disturbances in Smith-Magenis Syndrome in patients ≥16 years old.[L40963] Tasimelteon oral suspension is indicated for the treatment of nighttime sleep disturbances in Smith-Magenis syndrome in patients 3 to 15 years of age.[L40963]
DB09072,"Sodium oxybate is a central nervous system depressant indicated for the treatment of cataplexy [L30598, L42655, L42665] or excessive daytime sleepiness (EDS) in patients with narcolepsy.[L30598] In the US and in Europe, the drug is approved for use in patients 7 years of age and older [L30598, L42665] while in Canada, it is not recommended in children under the age of 18, unless clearly needed.[L42655]"
DB09073,"Palbociclib is indicated in combination with [letrozole] as initial endocrine-based therapy for the treatment of human epidermal growth factor receptor type 2 (HER2)-negative and hormone receptor(HR)-positive tumors in adult patients with advanced/metastatic breast cancer. It is as well approved in combination with [fulvestrant] in patients with disease progression with prior endocrine therapy.[A176783]
In the official labeling, the use of palbociclib should be accompanied with either an aromatase inhibition, no restricted to letrozole, as initial endocrine-based therapy in postmenopausal women or in man.[FDA label]
The breast cancer starts as a group of cancer cells that grow into and destroy the nearby breast tissue. This growth can spread into other parts of the body which is called metastasis. According to the location of the cancer cells, it can be categorized in ductal carcinoma and lobular carcinoma. However, other types of breast cancer include inflammatory breast cancer, Paget disease of the breast, triple negative breast cancer non-Hodgkin lymphoma and soft tissue sarcoma.[L5870] In males, breast cancer is usually treated as the cases of postmenopausal women and almost all the cases are ductal carcinoma.[L5873]"
DB09074,"**Ovarian cancer**
Olaparib is indicated for the maintenance treatment of adults with deleterious or suspected deleterious germline or somatic BRCA-mutated advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum-based chemotherapy.[L41100, L42695]
Olaparib is indicated in combination with [bevacizumab] for the maintenance treatment of adults with advanced epithelial ovarian, fallopian tube or primary peritoneal cancer who are in complete or partial response to first-line platinum-based chemotherapy and whose cancer is associated with homologous recombination deficiency (HRD)-positive status defined by either: a deleterious or suspected deleterious BRCA mutation, and/or genomic instability.[L41100, L42695]
Olaparib is indicated for the maintenance treatment of adult patients with recurrent epithelial ovarian, fallopian tube or primary peritoneal cancer, who are in complete or partial response to platinum-based chemotherapy.[L41100, L42695]
**Breast cancer**
Olaparib is indicated for the adjuvant treatment of adult patients with deleterious or suspected deleterious g_BRCA_m human epidermal growth factor receptor 2 (HER2)-negative high risk early breast cancer who have been treated with neoadjuvant or adjuvant chemotherapy.[L41100, L42695, L42820]
Olaparib is indicated for the treatment of adult patients with deleterious or suspected deleterious g_BRCA_m, HER2-negative metastatic breast cancer, who have been treated with chemotherapy in the neoadjuvant, adjuvant, or metastatic setting. Patients with hormone receptor (HR) positive breast cancer should have been treated with a prior endocrine therapy or be considered inappropriate for endocrine therapy.[L41100, L42695]
**Pancreatic cancer**
Olaparib is indicated for the maintenance treatment of adult patients with deleterious or suspected deleterious gBRCAm metastatic pancreatic adenocarcinoma whose disease has not progressed on at least 16 weeks of a first-line platinum-based chemotherapy regimen.[L41100, L42695]
**Prostate cancer**
Olaparib is indicated for the treatment of adult patients with deleterious or suspected deleterious germline or somatic homologous recombination repair (HRR) gene-mutated metastatic castration-resistant prostate cancer (mCRPC) who have progressed following prior treatment with a hormone agent,[L42695] such as [enzalutamide] or [abiraterone].[L41100]"
DB09075,"Edoxaban is indicated for reducing the risk of stroke and systemic embolism (SE) in patients with nonvalvular atrial fibrillation (NVAF). However, it should not be used in patients with creatinine clearance (CrCL) > 95 mL/min because of increased risk of ischemic stroke compared to warfarin at the highest dose studied (60 mg). It is also indicated for the treatment of deep vein thrombosis (DVT) and pulmonary embolism (PE) following 5-10 days of initial therapy with a parenteral anticoagulant."
DB09076,"Indicated for the long-term, once-daily, maintenance treatment of airflow obstruction in patients with chronic obstructive pulmonary disease (COPD).[L44466]"
DB09077,"Dinutuximab is indicated, in combination with granulocyte-macrophage colony-stimulating factor (GM-CSF), interleukin-2 (IL-2), and 13-cis-retinoic acid (RA), for the treatment of pediatric patients with high-risk neuroblastoma who achieve at least a partial response to prior first-line multiagent, multimodality therapy. Despite a high clinical response seen after first-line treatment, the complete eradication of neuroblastoma is rarely achieved and the majority of patients with advanced disease suffer a relapse. Current strategies for treatment include immunotherapy with drugs such as dinutuximab to target surviving neuroblastoma cells and to prevent relapse."
DB09078,"Lenvatinib is indicated for the treatment of the following cancerous conditions:[L41120]
**Differentiated Thyroid Cancer (DTC)**
- Treatment of locally recurrent or metastatic, progressive, radioactive iodine-refractory differentiated thyroid cancer
**Renal Cell Carcinoma (RCC)**
- First-line treatment, in combination with [pembrolizumab], in adult patients with advanced renal cell carcinoma (RCC) 
- Treatment of advanced renal cell carcinoma, in combination with [everolimus], in adult patients who have previously tried ≥1 anti-angiogenic therapy
**Hepatocellular Carcinoma (HCC)**
- First-line treatment of patients with unresectable hepatocellular carcinoma
**Endometrial Carcinoma**
- Treatment of advanced endometrial carcinoma that is not microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR), in combination with [pembrolizumab], in patients who have experienced disease progression following prior systemic therapy and are not candidates for curative surgery or radiation"
DB09079,"Nintedanib is indicated for the treatment of idiopathic pulmonary fibrosis (IPF)[L8453] and to slow declining pulmonary function in patients with systemic sclerosis-associated interstitial lung disease.[L8462] It is also indicated for the treatment of chronic fibrosing interstitial lung diseases with a progressive phenotype.[L8462] 
In the EU, under the brand name Vargatef, nintedanib is indicated in combination with docetaxel for the treatment of adult patients with metastatic, locally advanced, or locally recurrent non-small cell lung cancer of adenocarcinoma histology who have already tried first-line therapy.[L8459]"
DB09080,"Olodaterol is indicated for use in chronic obstructive pulmonary disease (COPD), including chronic bronchitis and/or emphysema. It is not indicated for the treatment of acute exacerbations of COPD or for the treatment of asthma."
DB09081,"Idebenone is indicated for use by the European Medicines Agency (EMA) for the treatment of visual impairment in adolescent and adult patients with
Leber’s Hereditary Optic Neuropathy (LHON). It is not currently approved for use by either the Food and Drug Administration (USA) or Health Canada [L885]."
DB09082,"Vilanterol is approved for use in several combination products such as with fluticasone furoate under the tradename Breo Ellipta,[L38689] in combination with umeclidinium bromide as Anoro Ellipta,[L44461] and in combination with both fluticasone furoate and umeclidinium under the tradename Trelegy Ellipta.[L44456] 
Approved by the FDA in 2013, the use of Breo Ellipta is indicated for the long-term, once-daily maintenance treatment of airflow obstruction in patients with COPD, including chronic bronchitis and emphysema, as well as the once-daily maintenance treatment of asthma in patients aged 18 or older with reversible obstructive airways disease. Anoro Ellipta is indicated for the maintenance treatment of patients with COPD[L44461], and Trelegy Ellipta is indicated for the maintenance treatment of patients with COPD as well as the maintenance treatment of asthma in patients aged 18 years and older.[L44456]"
DB09083,"Ivabradine is indicated by the FDA to reduce the risk of hospitalization for worsening heart failure in adult patients with stable, symptomatic chronic heart failure with left ventricular ejection fraction ≤35%, who are in sinus rhythm with resting heart rate ≥70 beats per minute and either are on maximally tolerated doses of beta-blockers or have a contraindication to beta-blocker use. It is also indicated for treatment of stable symptomatic heart failure as a result of dilated cardiomyopathy for pediatric patients 6 months of age or more[FDA Label]."
DB09084,"Available predominantly as a liquid mouthwash, oromucosal spray, or topical cream, benzydamine is most frequently employed as a locally acting analgesic and anti-inflammatory treatment for the relief of painful inflammatory conditions. 
When formulated as a mouthwash or spray, benzydamine may be used to treat traumatic conditions like pharyngitis following tonsillectomy or the use of a naso-gastric tube, inflammatory conditions like pharyngitis, aphthous ulcers and oral ulceration due to radiation therapy, dentistry operations and procedures, or more general conditions like sore throat, sore tongue, sore gums, mouth ulcers, or discomfort caused by dentures. [L1121] 
When used as a topical cream, benzydamine may be employed to relieve symptoms associated with painful inflammatory conditions of the muscolo-skeletal system including acute inflammatory disorders such as myalgia and bursitis or traumatic conditions like sprains, strains, bruises, sore muscles, stiff joints, or even the after-effects of fractures. [ L1123]"
DB09085,"Ophthalmic tetracaine is indicated for the for procedures requiring a rapid and short- acting topical ophthalmic anesthetic.
The combination lidocaine and tetracaine patch is indicated for local dermal analgesia for superficial dermatological procedures and superficial venous access.  The combination lidocaine and tetracaine cream is intended to provide topical local analgesia for superficial dermatological procedures."
DB09086,Eugenol is not currently available in any FDA-approved drug products. There are a number of unapproved OTC products that advertise it for the use of toothache.  Eugenol is is also commonly used in combination with zinc oxide in dental procedures for the cementation of temporary prostheses and the temporary restoration of teeth and cavities.
DB09087,"Potassium alum is considered safe by the FDA and its use is in homepathic or OTC products. Due to its presence in several different drugs, the main indications for the use of potassium alum are:
-Constipation[L1071]
-Cosmetic or drug astringent, helping the shrinkage of tissues and the dry of secretions[L1072]
-Oral health care drug[L1072]
-Part of formulation in cleansing products, skin-care products, mosturizers, face powders and deodorants[L1073]
-Antiperspirant[L1074]
-Antifungal[L1074]"
DB09088,The most common indication for the usage of amylocaine was spinal anesthesia [A32277].
DB09089,Indicated for symptomatic treatment of irritable bowel syndrome (IBS) and treatment of postoperative paralytic ileus following abdominal surgery. 
DB09090,Pinaverium is indicated for the symptomatic treatment of irritable bowel syndrome (IBS) and functional disorders of the biliary tract.
DB09091,Tixocortol is indicated for the treatment of rhinitis as a nasal suspension or aerosol. It is also used in the form of lozenges for the treatment of pharyngitis and in the form of enemas or rectal solution for the treatment of ulcerative colitis. Tixocortol can be used orally in a suspension or powder for the treatment of inflammatory conditions.[L1077] It is also the substance used for the screening of contact allergies to class A steroids.[A31435]
DB09092,"Xanthinol is primarily used in diet supplements to increase the brain metabolism of glucose and obtain ATP. Xanthinol is also used as an agent to reduced cholesterol as it is a vasodilator.[L1080] Its action allows having an elevated rate of blood flow in the brain which helps improve memory function, concentration and awareness.[L1079] Thus, due to his actions, xanthinol is indicated to improve cerebrovascular and peripheral vascular disorders as well as hyperlipidaemias.[L1081]"
DB09093,Used in the manufacuring of medicated animal feeds [FDA Label].
DB09094,25% podophyllin (in benzoin tincture) is indicated for the removal of soft genital (venereal) warts (condylomata acuminata).
DB09095,"Difluocortolone is used as a topical treatment of the symptoms of inflammatory skin disorders like eczema, seborrheic eczema, lichen planus and psoriasis. All these disorders present as a common characteristic the occurrence of symptoms as itching, swelling, redness and scaling.[L1083]"
DB09096,"Benzoyl peroxide is formulated with antibiotics such as [erythromycin][L33264] and [clindamycin][L33269] for the treatment of acne vulgaris. Benzoyl peroxide is formulated as a number of topical products for the treatment of acne.[L33249, L33299] Benzoyl peroxide is also indicated in combination with [tretinoin] for the treatment of acne vulgaris in patients aged nine years and older.[L34869]
Topical benzoyl peroxide is also indicated for the treatment of inflammatory lesions of rosacea in adults.[L41613]"
DB09097,Indicated for the treatment of hyperprolactinemia (idiopathic or originating from a prolactin-secreting pituitary microadenoma or macroadenoma).
DB09098,"Somatrem is a recombinant human growth hormone indicated for: (a) treatment of paediatric patients with growth failure due to growth hormone deficiency (GHD), (b) treatment of paediatric patients with growth failure due to idiopathic short stature (ISS),  (c) treatment of paediatric patients with growth failure due to Turner syndrome (TS), (d) treatment of paediatric patients with growth failure due to chronic kidney disease (CKD) up to the time of renal transplantation, (e) treatment of adults with childhood-onset GHD, or (f) treatment of adults with adult-onset GHD [FDA Label]."
DB09099,"For the symptomatic treatment of acute bleeding from esophageal varices. Other treatment options for long-term management of the condition may be considered if necessary, once initial control has been established."
DB09100,Thyroid extract is indicated for replacement therapy in decreased or absent thyroid function.[L11755]
DB09101,Elvitegravir in combination with an HIV protease inhibitor coadministered with ritonavir and with other antiretroviral drug(s) is indicated for the treatment of HIV-1 infection in antiretroviral treatment-experienced adults.
DB09102,"Indicated for use with sofosbuvir, with or without ribavirin, for the treatment of chronic HCV genotype 1a/b or 3 infection. The dosing regimen of 60mg daclatasvir 60 mg with 400mg sofosbuvir once a day is recommended for both genontypes. 
Resistance: Reduced susceptibility to daclatasvir was associated with the polymorphisms at NS5A amino acid positions M28, Q30, L31, and Y93 in genotypes 1a, 1b, and 3a patients. NS5A Resistance Testing is recommended for HCV genotype 1a-infected patients with cirrhosis prior to the initiaition of the treatment, as the risk of resistance development is higher in genotype 1a patients. "
DB09103,"Ancestim, in combination with filgrastim, is indicated for the setting of autologous peripheral blood progenitor cell transplantation in patients at risk of poor peripheral blood progenitor cell mobilisation.[L1090] The use of ancestim with filgrastim will generate a sustained increase in the number of peripheral blood progenitor cells capable of engraftment. It is used for mobilization of progenitor cells from the bone marrow to the peripheral blood with or withouth mobilizing chemotherapy. The harvested progenitor cells can be used for transplant following myelosuppressive or myeloablative therapies.[L1089]"
DB09104,"Magnesium hydroxide can be used as an antacid or a laxative depending on the administered dose.
As an antacid, it is used for the temporary relief of heartburn, upset stomach, sour stomach or acid indigestion.
As a laxative, it is used for the relief of occasional constipation by promoting bowel movements for 30 minutes and up to 6 hours.
"
DB09105,Indicated for the treatment of patients with perinatal/infantile and juvenile onset hypophosphatasia (HPP). 
DB09106,"An intravenous solution of hydroxyethyl starch is used to prevent shock following severe blood loss caused by trauma, surgery, or other issues."
DB09107,For the treatment of patients with anaemia associated with chronic kidney disease. Not a substitute for RBC transfusion if immediate correction of anemia is required.
DB09108,"Simoctocog alfa is a recombinant antihemophilic factor [blood coagulation factor VIII (Factor VIII) indicated in adults and children with Hemophilia A for the on-demand treatment and control of bleeding episodes, perioperative management of bleeding, and routine prophylaxis to reduce the frequency of bleeding episodes. It is not indicated for the treatment of von Willebrand Disease.[L40985, L40990]"
DB09109,Turoctocog alfa is indicated for the treatment and prophylaxis of bleedings in patients presenting hemophilia A.[L1105] The treatment with turoctocog alfa is related with its use to control bleeding episodes or as a perioperative management.[L1106] Hemophilia A is a hereditary hemorrhagic disorder generated by the congenital deficit of the coagulation factor VIII. This disease is manifested as excessive spontaneous or trauma-driven bleeding. The coagulation factor VIII is a robust initiator of thrombin which is later required for the generation of fibrin to form a platelet plug and its gene is expressed in the X chromosome.[A31505]
DB09110,Mesna is a uroprotective agent and is used prophylactically to reduce ifosfamide and cyclophosphamide induced hemorrhagic cystitis.[A18572]
DB09111,The primary intended use of pentastarch is as a substitute for older colloids such as albumin or hetastarch for use in plasma volume expansion. 
DB09112,For sequential use with sodium thiosulfate for the treatment of acute cyanide poisoning that is judged to be life-threatening [FDA Label].
DB09113,Poractant alfa is indicated for the treatment of Respiratory Distress Syndrome (RDS) in premature infants.
DB09114,"Colfosceril palmitate is indicated for the treatment of respiratory distress syndrome (RDS) in premature infants. The official label is referred as a intratracheal suspension for prophylactic treatment of infants of less than 1350 grams of birth weight under risk of developing RDS, or in infants with birth weight greater than 1350 grams with pulmonary immaturity, or as rescue treatment of infants that already developed RDS.[L1109] The central feature of RDS is a surfactant deficiency due to lung immaturity. This lung condition is more frequently presented due to risk factors like prematurity, delayed lung maturation caused by maternal diabetes or male gender, or surfactant dysfuntion due to perinatal asphyxia, pulmonary infection or delivery without labor.[T70]"
DB09115,Used in the treatment of amoebiasis.
DB09116,"Calcium carbimide has not been approved by the FDA but the intended indication is for the treatment of alcoholism.[T74] This medication was marketed in Canada, United Kingdom and Europe under the trade name of Temposil for the sole use of alcoholism treatment.[L1114]"
DB09117,Paraldehyde was used historically as a sedative and hypnotic [A19735]. It has been used in the treatment of seizures as an anticonvulsant [A19736].
DB09118,"In the US, stiripentol is indicated for the treatment of seizures associated with Dravet syndrome in patients taking [clobazam] who are 6 months of age and older and weighing 7 kg or more. There are no clinical data to support the use of stiripentol as monotherapy in Dravet syndrome.[L42500]
In Europe and Canada, stiripentol is indicated for use as adjunctive therapy with clobazam and [valproate] to refractory generalized tonic-clonic seizures in patients with Dravet syndrome in infancy whose seizures are not adequately controlled with clobazam and valproate alone.[L880,L42510]"
DB09119,Eslicarbazepine acetate is indicated for the treatment of partial-onset seizures in patients 4 years of age and older.[L4565]
DB09120,"Indicated to be used in conjunction with oral COX-2 inhibitors or NSAIDs for the relief of severe pain in adult patients with osteoarthritis of the knee, not controlled with oral COX-2 inhibitors or NSAIDs alone, for a duration of no more than three months. "
DB09121,"Aurothioglucose is indicated for the adjunctive treatment of early active adult and juvenile type rheumatoid arthritis that is not adequately controlled by other anti-inflammatory agents and conservative measures like salicylate, glucocorticoids, etc. [L1925, L1937]. In chronic, advanced cases of rheumatoid arthritis, such gold therapy is not demonstrated to be as valuable [L1937].
Antirheumatic measures such as salicylate and other anti-inflammatory drugs (both steroidal and non steroidal) may be continued after initiation of gold therapy [L1937]. After improvement commences, these measures may be discontinued slowly as symptoms permit [L1937]."
DB09122,"Peginterferon beta-1a is indicated for the treatment of adult patients with relapsing forms of MS, including relapsing-remitting disease, clinically isolated syndrome, and active progressive secondary disease.[L31428]"
DB09123,Indicated for use as the treatment of endometriosis alone and as a contraceptive in combination with ethinylestradiol. 
DB09124,"Medrogestone is indicated as adjunct to treat endometial shedding in menopausal women, to treat secondary amenorrhea, to induce menses and to treat dysfunctional uterine bleeding in adult and adolescent women.[T76]"
DB09125,"For the management of renal tubular acidosis, hypocitraturic calcium oxalate nephrolithiasis, and uric acid lithiasis with or without calcium stones."
DB09126,"For the treatment of prepubertal cryptorchidism (not due to anatomical obstruction), for the treatment of selected cases of hypogonadotropic hypogonadism (hypogonadism secondary to a pituitary deficiency) in males and for the induction of ovulation and pregnancy in the anovulatory, infertile woman in whom the cause of anovulation is secondary and not due to primary ovarian failure, and who has been appropriately pretreated with human menotropins."
DB09128,Brexpiprazole is indicated as adjunctive therapy to antidepressants for the treatment of major depressive disorder in adults.[L39568] It is also indicated for the treatment of schizophrenia in patients 13 years of age and older.[L39568]
DB09129,For use as a supplement to intravenous solutions given for total parenteral nutrition (TPN).
DB09130,For use in the supplementation of total parenteral nutrition and in contraception with intrauterine devices [FDA Label] [L801].
DB09131,For use as a supplement to intravenous solutions given for total parenteral nutrition (TPN).
DB09132,"Gadoteric acid is indicated for intravenous use with magnetic resonance imaging (MRI) in brain (intracranial), spine and associated tissues in adult and pediatric patients (2 years of age and older) to detect and visualize areas with disruption of the blood brain barrier (BBB) and/or abnormal vascularity."
DB09133,"Conray is indicated for use in excretory urography, cerebral angiography, peripheral arteriography, venography, arthrography, direct cholangiography, endoscopic retrograde cholangiopancreatography, contrast enhancement of computed tomographic brain images, cranial computerized angiotomography, intravenous digital subtraction angiography and arterial digital subtraction angiography.
Conray may also be used for enhancement of computed tomographic scans performed for detection and evaluation of lesions in the liver, pancreas, kidneys, abdominal aorta, mediastinum, abdominal cavity and retroperitoneal space."
DB09134,"As the product Optiray 300, the intra-arterial use of ioversol is indicated for cerebral arteriography and peripheral arteriography in adults, while its intravenous use is indicated for CT imaging of the head and body, venography, and intravenous excretory urography in adults.[L41780]
As the product Optiray 320, the intra-arterial use of ioversol is indicated for cerebral arteriography, peripheral arteriography, visceral and renal arteriography, aortography, coronary arteriography, and left ventriculography in adults, and angiocardiography in pediatic patients.[L41780] The intravenous use of this product is indicated for CT imaging of the head and body, venography, and intravenous excretory urography in adults and CT imaging of the head and body, and intravenous excretory urography in pediatric patients.[L41780]
As the product Optiray 350, the intra-arterial use of ioversol is indicated for peripheral arteriography coronary arteriography, and left ventriculography in adults, and angiocardiography in pediatic patients.[L41780] The intravenous use of this product is indicated for CT imaging of the head and body, venography, intravenous excretory urography, and intravenous digital subtraction angiography (IV-DSA) in adults and CT imaging of the head and body, and intravenous excretory urography in pediatric patients.[L41780]"
DB09135,"When administered  intra-arterially, Ioxilan is indicated for the following diagnostic tests: cerebral arteriography (300 mgI/mL),  coronary arteriography and left ventriculography (350 mgI/mL), visceral angiography(350 mgI/mL), aortography(350 mgI/mL), and peripheral arteriography(350 mgI/mL).
When administered intravenously, Ioxilan is indicated for excretory urography and contrast enhanced computed tomographic (CECT) imaging of the head and body (300 and 350 mgI/mL)."
